Source,Number of sources,Variable,Task,Ethnicity,Age ,Age_sign1,Age_value1,Age_sign2,Age_value2,Unit,Sex,Education,Socioeconomic status,Sign_1,Cut_off_value_1,Sign_2,Cut_off_value_2,Unit,Interpretation 1,Interpretation 2,Comments
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,4,NA,NA,cup/week,"Recommended amount for 1800 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables"
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,4,NA,NA,cup/week,"Recommended amount for 2000 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables"
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,5,NA,NA,cup/week,"Recommended amount for 2200 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables"
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,5,NA,NA,cup/week,"Recommended amount for 2400 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables"
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,5.5,NA,NA,cup/week,"Recommended amount for 2600 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables"
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,5.5,NA,NA,cup/week,"Recommended amount for 2800 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables"
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,7,NA,NA,cup/week,"Recommended amount for 3000 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables"
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of vegetables including legumes and excluding French fries (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,7,NA,NA,cup/week,"Recommended amount for 3200 calorie intake for Healthy U.S.-Style, Mediterranean-Style, and Vegetarian Eating Patterns",NA,"Applicable only for vegetables other than dark green, red and orange, beans and peas, and starchy vegetables"
https://www.choosemyplate.gov/dairy,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 3 years,>=,2,<=,3,years,NA,NA,NA,=,2,NA,NA,cup/day,Recommended amount,NA,NA
https://www.choosemyplate.gov/dairy,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,4 - 8 years,>=,4,<=,8,years,NA,NA,NA,=,2.5,NA,NA,cup/day,Recommended amount,NA,NA
https://www.choosemyplate.gov/dairy,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Female,NA,NA,=,3,NA,NA,cup/day,Recommended amount,NA,NA
https://www.choosemyplate.gov/dairy,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Female,NA,NA,=,3,NA,NA,cup/day,Recommended amount,NA,NA
https://www.choosemyplate.gov/dairy,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Female,NA,NA,=,3,NA,NA,cup/day,Recommended amount,NA,NA
https://www.choosemyplate.gov/dairy,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Female,NA,NA,=,3,NA,NA,cup/day,Recommended amount,NA,NA
https://www.choosemyplate.gov/dairy,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Female,NA,NA,=,3,NA,NA,cup/day,Recommended amount,NA,NA
https://www.choosemyplate.gov/dairy,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Male,NA,NA,=,3,NA,NA,cup/day,Recommended amount,NA,NA
https://www.choosemyplate.gov/dairy,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Male,NA,NA,=,3,NA,NA,cup/day,Recommended amount,NA,NA
https://www.choosemyplate.gov/dairy,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Male,NA,NA,=,3,NA,NA,cup/day,Recommended amount,NA,NA
https://www.choosemyplate.gov/dairy,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Male,NA,NA,=,3,NA,NA,cup/day,Recommended amount,NA,NA
https://www.choosemyplate.gov/dairy,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Male,NA,NA,=,3,NA,NA,cup/day,Recommended amount,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 8 years,>=,2,<=,8,years,NA,NA,NA,=,2,NA,NA,cup/week,Recommended amount for 1000 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 8 years,>=,2,<=,8,years,NA,NA,NA,=,2.5,NA,NA,cup/week,Recommended amount for 1200 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 8 years,>=,2,<=,8,years,NA,NA,NA,=,2.5,NA,NA,cup/week,Recommended amount for 1400 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,3,NA,NA,cup/week,Recommended amount for 1600 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,3,NA,NA,cup/week,Recommended amount for 1800 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,3,NA,NA,cup/week,Recommended amount for 2000 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,3,NA,NA,cup/week,Recommended amount for 2200 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,3,NA,NA,cup/week,Recommended amount for 2400 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,3,NA,NA,cup/week,Recommended amount for 2600 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,3,NA,NA,cup/week,Recommended amount for 2800 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,3,NA,NA,cup/week,Recommended amount for 3000 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of dairy (cup equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,3,NA,NA,cup/week,Recommended amount for 3200 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
http://newsroom.heart.org/news/children-should-eat-less-than-25-grams-of-added-sugars-daily?preview=dbec,3,Predicted intake of total added sugars (tsp equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 18 years,>=,2,<=,18,years,NA,NA,NA,<=,6,NA,NA,teaspoons/day,Daily limit,NA,NA
http://newsroom.heart.org/news/children-should-eat-less-than-25-grams-of-added-sugars-daily?preview=dbec,3,Predicted intake of total added sugars (tsp equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 18 years,>=,2,<=,18,years,NA,NA,NA,<=,25,NA,NA,grams/day,Daily limit,NA,NA
http://www.heart.org/HEARTORG/HealthyLiving/HealthyEating/Nutrition/Sugar-101_UCM_306024_Article.jsp#.WSvDymiGPIV,3,Predicted intake of total added sugars (tsp equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,NA,NA,NA,NA,NA,NA,Female,NA,NA,<=,6,NA,NA,teaspoons/day,Daily limit,NA,NA
http://www.heart.org/HEARTORG/HealthyLiving/HealthyEating/Nutrition/Sugar-101_UCM_306024_Article.jsp#.WSvDymiGPIV,3,Predicted intake of total added sugars (tsp equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,NA,NA,NA,NA,NA,NA,Male,NA,NA,<=,9,NA,NA,teaspoons/day,Daily limit,NA,NA
https://www.cdc.gov/nutrition/data-statistics/know-your-limit-for-added-sugars.html,3,Predicted intake of total added sugars (tsp equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<=,10,NA,NA,% of total daily calories,Daily limit,NA,NA
https://www.cdc.gov/nutrition/data-statistics/know-your-limit-for-added-sugars.html,3,Predicted intake of total added sugars (tsp equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 8 years,>=,2,<=,8,years,NA,NA,NA,<=,10,NA,NA,% of total daily calories,Daily limit of added sugars for a healthy diet,NA,Intake of added sugars should be less than 10% of total daily calories as part of a healthy diet
https://www.cdc.gov/nutrition/data-statistics/know-your-limit-for-added-sugars.html,3,Predicted intake of total added sugars (tsp equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,<=,10,NA,NA,% of total daily calories,Daily limit of added sugars for a healthy diet,NA,Intake of added sugars should be less than 10% of total daily calories as part of a healthy diet
https://www.hsph.harvard.edu/nutritionsource/healthy-drinks-full-story/#level-6,1,Predicted intake of added sugars from sugar-sweetened beverages (tsp equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,0,<=,8,fluid ounce/day,Daily limit,NA,NA
https://www.choosemyplate.gov/grains,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 3 years,>=,2,<=,3,years,NA,NA,NA,=,1.5,NA,NA,ounce equivalents/day,Recommended amount,NA,"Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/grains,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,4 - 8 years,>=,4,<=,8,years,NA,NA,NA,=,2.5,NA,NA,ounce equivalents/day,Recommended amount,NA,"Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/grains,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Female,NA,NA,=,3,NA,NA,ounce equivalents/day,Recommended amount,NA,"Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/grains,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Female,NA,NA,=,3,NA,NA,ounce equivalents/day,Recommended amount,NA,"Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/grains,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Female,NA,NA,=,3,NA,NA,ounce equivalents/day,Recommended amount,NA,"Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/grains,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Female,NA,NA,=,3,NA,NA,ounce equivalents/day,Recommended amount,NA,"Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/grains,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Female,NA,NA,=,3,NA,NA,ounce equivalents/day,Recommended amount,NA,"Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/grains,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,Male,NA,NA,=,3,NA,NA,ounce equivalents/day,Recommended amount,NA,"Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/grains,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Male,NA,NA,=,4,NA,NA,ounce equivalents/day,Recommended amount,NA,"Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/grains,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,Male,NA,NA,=,4,NA,NA,ounce equivalents/day,Recommended amount,NA,"Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/grains,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,Male,NA,NA,=,3.5,NA,NA,ounce equivalents/day,Recommended amount,NA,"Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://www.choosemyplate.gov/grains,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 51 years,>,51,NA,NA,years,Male,NA,NA,=,3,NA,NA,ounce equivalents/day,Recommended amount,NA,"Recommended daily amount for individuals who get less than 30 minutes per day of moderate physical activity, beyond normal daily activities. Those who are more physically active may be able to consume more while staying within calorie needs."
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 8 years,>=,2,<=,8,years,NA,NA,NA,=,1.5,NA,NA,ounce equivalents/day,Recommended amount for 1000 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 8 years,>=,2,<=,8,years,NA,NA,NA,=,2,NA,NA,ounce equivalents/day,Recommended amount for 1200 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,2 - 8 years,>=,2,<=,8,years,NA,NA,NA,=,2.5,NA,NA,ounce equivalents/day,Recommended amount for 1400 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,3,NA,NA,ounce equivalents/day,Recommended amount for 1600 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,3,NA,NA,ounce equivalents/day,Recommended amount for 1800 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,3,NA,NA,ounce equivalents/day,Recommended amount for 2000 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,3.5,NA,NA,ounce equivalents/day,Recommended amount for 2200 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,4,NA,NA,ounce equivalents/day,Recommended amount for 2400 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,4.5,NA,NA,ounce equivalents/day,Recommended amount for 2600 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,5,NA,NA,ounce equivalents/day,Recommended amount for 2800 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,5,NA,NA,ounce equivalents/day,Recommended amount for 3000 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
https://health.gov/dietaryguidelines/2015/resources/2015-2020_Dietary_Guidelines.pdf,2,Predicted intake of whole grains (ounce equivalents) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 9 years,>,9,NA,NA,years,NA,NA,NA,=,5,NA,NA,ounce equivalents/day,Recommended amount for 3200 calorie intake for a Healthy U.S.-Style Eating Pattern,NA,NA
http://nationalacademies.org/hmd/reports/2002/dietary-reference-intakes-for-energy-carbohydrate-fiber-fat-fatty-acids-cholesterol-protein-and-amino-acids.aspx,2,Predicted intake of fiber (gm) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,_ 50 years,<=,50,NA,NA,years,Female,NA,NA,=,25,NA,NA,grams/day,Recommended amount,NA,NA
http://nationalacademies.org/hmd/reports/2002/dietary-reference-intakes-for-energy-carbohydrate-fiber-fat-fatty-acids-cholesterol-protein-and-amino-acids.aspx,2,Predicted intake of fiber (gm) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 50 years,>,50,NA,NA,years,Female,NA,NA,=,21,NA,NA,grams/day,Recommended amount,NA,NA
http://nationalacademies.org/hmd/reports/2002/dietary-reference-intakes-for-energy-carbohydrate-fiber-fat-fatty-acids-cholesterol-protein-and-amino-acids.aspx,2,Predicted intake of fiber (gm) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,_ 50 years,<=,50,NA,NA,years,Male,NA,NA,=,38,NA,NA,grams/day,Recommended amount,NA,NA
http://nationalacademies.org/hmd/reports/2002/dietary-reference-intakes-for-energy-carbohydrate-fiber-fat-fatty-acids-cholesterol-protein-and-amino-acids.aspx,2,Predicted intake of fiber (gm) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 50 years,>,50,NA,NA,years,Male,NA,NA,=,30,NA,NA,grams/day,Recommended amount,NA,NA
https://www.ucsfhealth.org/education/increasing_fiber_intake/,2,Predicted intake of fiber (gm) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,>=,25,<=,30,grams/day,"Recommended amount from food, not supplements",NA,NA
https://medlineplus.gov/magazine/issues/winter11/articles/winter11pg12.html,2,Predicted intake of calcium (mg) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,0 - 6 months,>=,0,<=,6,months,NA,NA,NA,=,200,NA,NA,mg/day,Recommended amount,NA,NA
https://medlineplus.gov/magazine/issues/winter11/articles/winter11pg12.html,2,Predicted intake of calcium (mg) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,6 - 12 months,>=,6,<=,12,months,NA,NA,NA,=,260,NA,NA,mg/day,Recommended amount,NA,NA
https://medlineplus.gov/magazine/issues/winter11/articles/winter11pg12.html,2,Predicted intake of calcium (mg) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,1 - 3 years,>=,1,<=,3,years,NA,NA,NA,=,700,NA,NA,mg/day,Recommended amount,NA,NA
https://medlineplus.gov/magazine/issues/winter11/articles/winter11pg12.html,2,Predicted intake of calcium (mg) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,4 - 8 years,>=,4,<=,8,years,NA,NA,NA,=,1000,NA,NA,mg/day,Recommended amount,NA,NA
https://medlineplus.gov/magazine/issues/winter11/articles/winter11pg12.html,2,Predicted intake of calcium (mg) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,9 - 13 years,>=,9,<=,13,years,NA,NA,NA,=,1300,NA,NA,mg/day,Recommended amount,NA,NA
https://medlineplus.gov/magazine/issues/winter11/articles/winter11pg12.html,2,Predicted intake of calcium (mg) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,NA,NA,NA,=,1300,NA,NA,mg/day,Recommended amount,NA,NA
https://medlineplus.gov/magazine/issues/winter11/articles/winter11pg12.html,2,Predicted intake of calcium (mg) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,19 - 30 years,>=,19,<=,30,years,NA,NA,NA,=,1000,NA,NA,mg/day,Recommended amount,NA,NA
https://medlineplus.gov/magazine/issues/winter11/articles/winter11pg12.html,2,Predicted intake of calcium (mg) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,31 - 50 years,>=,31,<=,50,years,NA,NA,NA,=,1000,NA,NA,mg/day,Recommended amount,NA,NA
https://medlineplus.gov/magazine/issues/winter11/articles/winter11pg12.html,2,Predicted intake of calcium (mg) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,> 71 years,>,71,NA,NA,years,NA,NA,NA,=,1200,NA,NA,mg/day,Recommended amount,NA,NA
https://medlineplus.gov/magazine/issues/winter11/articles/winter11pg12.html,2,Predicted intake of calcium (mg) per day,NHANES Dietary Screener Questionnaire - DSQ,NA,14 - 18 years,>=,14,<=,18,years,Female,NA,NA,=,1300,NA,NA,mg/day,Recommended amount,NA,For pregnant/lactating women only
